pitch,yoffset_layer,yoffset_plane,zshift_layer,zshift_plane,zshift_view,alpha,reconstructible,reco_passed_no_clones,total
3.6,2.2145451822377367,3.266638066007129,1.5844155974025331,5.929327232529957,11.625659100327413,6.6952372356620895,35.0,33.0,100.0
3.6,2.609847089853413,3.680053550843701,2.71198280153982,5.939211155339673,11.758370041536734,5.102107056975914,29.0,17.0,100.0
3.6,2.0611101034668486,1.3587481133691226,1.7486861262262612,7.136709285256593,11.894159688098323,11.513498353842161,33.0,32.0,100.0
3.6,3.3665312132689227,2.982320471547021,2.8055523152393684,5.403728073289781,11.062233923396153,11.19457096350674,27.0,14.0,100.0
3.6,3.180110290574208,3.5066025151510365,2.0395776383784323,4.040147857588285,10.678220855742657,12.0672094963622,28.0,14.0,100.0
3.6,2.304824523081081,1.5281506067673667,1.728608727482713,6.859234613426162,11.142898986685147,12.904034316942909,36.0,34.0,100.0
3.6,2.8935040215978924,3.9478226805448737,3.009093380288573,5.146495566415499,10.65569854386302,7.483592638439792,25.0,19.0,100.0
3.6,3.3718889277206534,2.9047457148112787,2.266296491761108,5.4580568903164695,11.082347146064334,5.775261163403616,43.0,24.0,100.0
3.6,3.4746984264429965,3.230811689005532,2.4765107107618816,5.975229516099641,10.676367456374072,13.869667193158984,35.0,19.0,100.0
3.6,3.1071831958700544,1.41966386571742,2.5098523265250314,6.204344371685605,11.768347595484094,7.36728351117384,36.0,32.0,100.0
3.6,2.7751291987754607,3.1607140836643244,3.6276171705144082,5.809273836295527,11.878524871425723,11.860934758554508,29.0,19.0,100.0
3.6,3.3663013926763377,2.539367162310691,2.389023058345669,6.1229524450315305,10.639977413586427,8.164471174407963,29.0,22.0,100.0
3.6,3.4929674274981277,3.073288367143929,2.441838385182068,4.5461561123075525,11.153687114952051,8.641449535724629,38.0,15.0,100.0
3.6,2.1441468330209315,4.025328181825209,1.8818750772295456,5.5468298863330014,10.328561463452097,7.691236417860992,41.0,36.0,100.0
3.6,2.137367005938893,4.464191593093945,2.8184154182209373,6.735781869742591,11.823758002603036,7.638254602751298,44.0,44.0,100.0
3.6,2.622234328636707,4.397174201151903,3.5490786453653502,5.7497634914605795,11.619193938778615,10.604348469814708,32.0,27.0,100.0
3.6,1.8515360196295607,2.4081606021939423,2.003291732763579,4.94950364301091,11.939221183207705,8.626583241537162,34.0,33.0,100.0
3.6,3.3234730146670715,2.1636108250137243,2.7285172304815246,5.614434078483142,10.37666516200646,9.241926505444354,21.0,19.0,100.0
3.6,3.4033185598694438,3.492364755706532,2.303319896939432,4.910343265554892,10.538570975217882,6.701579776911383,21.0,7.0,100.0
3.6,2.069943983969111,1.4998184735971654,1.3054839392928121,4.226829843030192,11.348291604581089,11.74173762020731,41.0,40.0,100.0
3.6,1.9948633614124447,1.3020820632524428,1.3167833893133487,7.9138801097073825,11.733285820774464,8.311151759849636,37.0,35.0,100.0
3.6,1.8216944597076217,1.636651717814056,1.2862741205894463,7.62695306499317,11.302851201875846,14.988175288941386,37.0,37.0,100.0
3.6,1.815922902815505,3.0035890417206366,1.646265054324234,7.857683345501193,11.870110603063035,10.438568050931002,41.0,39.0,100.0
3.6,1.8,4.5,1.0,8.999999864132851,12.0,13.773499474932963,33.0,33.0,100.0
3.6,1.9204979836103635,0.9904125270439684,1.3838341738312512,6.248899888557031,11.938074377535706,5.554130598729197,43.0,41.0,100.0
3.6,1.8,0.9,1.0,8.999994653163991,12.0,14.879938574231605,28.0,28.0,100.0
3.6,1.8,1.2006027700169999,1.1589729301636085,8.460419583599425,11.619393084193108,6.044611565184421,40.0,39.0,100.0
3.6,1.8699338352961123,0.966734080997864,1.0610497388885975,3.7750838350645064,11.008296602114457,5.24591587773012,39.0,39.0,100.0
3.6,1.8,0.9,1.0,7.9280499878421695,10.92805050539642,6.220307005570258,24.0,24.0,100.0
3.6,1.89877808770274,1.2032060825215969,1.7173505920477572,7.861125183705303,11.98215755127897,5.331595404796241,31.0,30.0,100.0
3.6,1.8,2.209330604748585,1.0,8.999907013751763,12.0,11.826098863084946,37.0,37.0,100.0
3.6,1.8,1.955515097242543,1.0,3.000017749344157,12.0,13.375147459024484,33.0,32.0,100.0
3.6,1.8,0.8999999999999999,1.0,8.217945371832807,12.0,5.0,35.0,34.0,100.0
3.6,1.8,3.8155689317936288,1.0212548498143963,3.0212631277142004,12.0,6.513252876999832,42.0,38.0,100.0
3.6,1.8,2.038639457141936,1.0,3.000001185033519,12.0,5.0,47.0,43.0,100.0
3.6,1.8,4.5,1.0,4.3788827282021625,12.0,9.622471462405224,34.0,34.0,100.0
3.6,1.8,4.5,1.0,8.999999828590115,12.0,10.74854186181514,41.0,40.0,100.0
3.6,1.8640619166081496,3.705441779219593,1.3179532692697156,4.774631450540917,11.510825741130011,6.464506241859567,35.0,28.0,100.0
3.6,1.9107117810159735,1.2204512971867183,1.2084075338465583,6.5241019708147565,11.768422889567347,8.962539079461461,43.0,41.0,100.0
3.6,1.8,0.9,1.0,5.477213269579669,12.0,8.262708368061768,39.0,39.0,100.0
3.6,1.8117631783554229,1.400126031812811,1.2649966940048896,4.535666859368068,11.771414761728112,9.197389154565592,29.0,28.0,100.0
3.6,1.80498785511406,3.009703519961894,1.030839562579959,5.0326418492899085,11.616059239727665,6.540117497554072,33.0,33.0,100.0
