pitch,yoffset_layer,yoffset_plane,zshift_layer,zshift_plane,zshift_view,alpha,reconstructible,reco_passed_no_clones,total
3.6,2.2145451822377367,3.266638066007129,1.5844155974025331,5.929327232529957,11.625659100327413,6.6952372356620895,169.0,153.0,500.0
3.6,2.609847089853413,3.680053550843701,2.71198280153982,5.939211155339673,11.758370041536734,5.102107056975914,182.0,129.0,500.0
3.6,2.0611101034668486,1.3587481133691226,1.7486861262262612,7.136709285256593,11.894159688098323,11.513498353842161,168.0,162.0,500.0
3.6,3.3665312132689227,2.982320471547021,2.8055523152393684,5.403728073289781,11.062233923396153,11.19457096350674,162.0,101.0,500.0
3.6,3.180110290574208,3.5066025151510365,2.0395776383784323,4.040147857588285,10.678220855742657,12.0672094963622,151.0,75.0,500.0
3.6,2.304824523081081,1.5281506067673667,1.728608727482713,6.859234613426162,11.142898986685147,12.904034316942909,167.0,158.0,500.0
3.6,3.3718889277206534,2.9047457148112787,2.266296491761108,5.4580568903164695,11.082347146064334,5.775261163403616,193.0,115.0,500.0
3.6,3.4746984264429965,3.230811689005532,2.4765107107618816,5.975229516099641,10.676367456374072,13.869667193158984,160.0,78.0,500.0
3.6,3.1071831958700544,1.41966386571742,2.5098523265250314,6.204344371685605,11.768347595484094,7.36728351117384,177.0,167.0,500.0
3.6,2.7751291987754607,3.1607140836643244,3.6276171705144082,5.809273836295527,11.878524871425723,11.860934758554508,180.0,132.0,500.0
3.6,3.3663013926763377,2.539367162310691,2.389023058345669,6.1229524450315305,10.639977413586427,8.164471174407963,196.0,162.0,500.0
3.6,3.4929674274981277,3.073288367143929,2.441838385182068,4.5461561123075525,11.153687114952051,8.641449535724629,199.0,81.0,500.0
3.6,2.1441468330209315,4.025328181825209,1.8818750772295456,5.5468298863330014,10.328561463452097,7.691236417860992,163.0,152.0,500.0
3.6,2.137367005938893,4.464191593093945,2.8184154182209373,6.735781869742591,11.823758002603036,7.638254602751298,159.0,155.0,500.0
3.6,2.622234328636707,4.397174201151903,3.5490786453653502,5.7497634914605795,11.619193938778615,10.604348469814708,172.0,145.0,500.0
3.6,1.8515360196295607,2.4081606021939423,2.003291732763579,4.94950364301091,11.939221183207705,8.626583241537162,172.0,168.0,500.0
3.6,3.3234730146670715,2.1636108250137243,2.7285172304815246,5.614434078483142,10.37666516200646,9.241926505444354,189.0,170.0,500.0
3.6,3.4033185598694438,3.492364755706532,2.303319896939432,4.910343265554892,10.538570975217882,6.701579776911383,159.0,70.0,500.0
3.6,1.8,0.9000000000000001,1.318064382051601,6.681935485831617,10.0,7.519118428881263,174.0,160.0,500.0
3.6,1.8460425228023665,1.6538742009964122,1.0616535411734382,3.074140203237143,10.786954904679515,14.352427636739689,173.0,162.0,500.0
3.6,1.8216944597076217,1.636651717814056,1.2862741205894463,7.626953064993171,11.302851201875844,14.988175288941385,148.0,144.0,500.0
3.6,1.9186689578632783,4.302541165243794,1.6301020981617704,7.774652399513128,11.638438390260728,10.728943284270454,178.0,173.0,500.0
3.6,1.8,0.9,1.0,3.4901063445321974,11.76162287557217,5.0,165.0,162.0,500.0
3.6,2.1844516698864336,0.9,3.655248548619777,5.888889300280358,11.544138108755009,9.58312452598782,180.0,175.0,500.0
3.6,1.8,4.5,1.0,5.117907766855458,12.0,15.0,165.0,164.0,500.0
3.6,1.9256893124201921,2.892328522289076,1.095835117887749,8.192878570472704,11.819259545381643,5.137614439748628,143.0,137.0,500.0
3.6,1.8,0.9,1.0,3.8803644403640973,10.0,10.160650933771292,184.0,181.0,500.0
3.6,1.8,2.9209885097643173,1.363004837747436,6.472565649852634,10.0,9.646075718527788,172.0,167.0,500.0
3.6,1.8960706763706687,0.9,2.396567522172639,4.864666503064508,11.87988397411057,14.88638190896658,161.0,147.0,500.0
3.6,1.9502971885339713,1.6864475823540976,3.08231644580002,6.464369036220452,11.899124882106193,5.690173410791384,159.0,140.0,500.0
