pitch,yoffset_layer,yoffset_plane,zshift_layer,zshift_plane,zshift_view,alpha,reconstructible,reco_passed_no_clones,total
3.6,2.2145451822377367,3.266638066007129,1.5844155974025331,5.929327232529957,11.625659100327413,6.6952372356620895,169.0,153.0,500.0
3.6,2.609847089853413,3.680053550843701,2.71198280153982,5.939211155339673,11.758370041536734,5.102107056975914,182.0,129.0,500.0
3.6,2.0611101034668486,1.3587481133691226,1.7486861262262612,7.136709285256593,11.894159688098323,11.513498353842161,168.0,162.0,500.0
3.6,3.3665312132689227,2.982320471547021,2.8055523152393684,5.403728073289781,11.062233923396153,11.19457096350674,162.0,101.0,500.0
3.6,3.180110290574208,3.5066025151510365,2.0395776383784323,4.040147857588285,10.678220855742657,12.0672094963622,151.0,75.0,500.0
3.6,2.304824523081081,1.5281506067673667,1.728608727482713,6.859234613426162,11.142898986685147,12.904034316942909,167.0,158.0,500.0
3.6,3.3718889277206534,2.9047457148112787,2.266296491761108,5.4580568903164695,11.082347146064334,5.775261163403616,193.0,115.0,500.0
3.6,3.4746984264429965,3.230811689005532,2.4765107107618816,5.975229516099641,10.676367456374072,13.869667193158984,160.0,78.0,500.0
3.6,3.1071831958700544,1.41966386571742,2.5098523265250314,6.204344371685605,11.768347595484094,7.36728351117384,177.0,167.0,500.0
3.6,2.7751291987754607,3.1607140836643244,3.6276171705144082,5.809273836295527,11.878524871425723,11.860934758554508,180.0,132.0,500.0
3.6,3.3663013926763377,2.539367162310691,2.389023058345669,6.1229524450315305,10.639977413586427,8.164471174407963,196.0,162.0,500.0
3.6,3.4929674274981277,3.073288367143929,2.441838385182068,4.5461561123075525,11.153687114952051,8.641449535724629,199.0,81.0,500.0
3.6,2.1441468330209315,4.025328181825209,1.8818750772295456,5.5468298863330014,10.328561463452097,7.691236417860992,163.0,152.0,500.0
3.6,2.137367005938893,4.464191593093945,2.8184154182209373,6.735781869742591,11.823758002603036,7.638254602751298,159.0,155.0,500.0
3.6,2.622234328636707,4.397174201151903,3.5490786453653502,5.7497634914605795,11.619193938778615,10.604348469814708,172.0,145.0,500.0
3.6,1.8515360196295607,2.4081606021939423,2.003291732763579,4.94950364301091,11.939221183207705,8.626583241537162,172.0,168.0,500.0
3.6,3.3234730146670715,2.1636108250137243,2.7285172304815246,5.614434078483142,10.37666516200646,9.241926505444354,189.0,170.0,500.0
3.6,3.4033185598694438,3.492364755706532,2.303319896939432,4.910343265554892,10.538570975217882,6.701579776911383,159.0,70.0,500.0
3.6,2.4847799333691483,1.1035627651700013,1.8204564521325293,7.719501562854271,11.920033606927015,5.24581007361329,180.0,165.0,500.0
3.6,1.9948633614124447,1.3020820632524428,1.3167833893133487,7.9138801097073825,11.733285820774466,8.311151759849636,165.0,159.0,500.0
3.6,1.9235944347581129,1.7427834287201214,2.904548710708638,6.454244396375086,11.642379112084067,6.761226387073176,165.0,147.0,500.0
3.6,1.9436189063199993,2.163270702367291,1.5616888469994987,7.782549677166774,11.520238674804991,7.076821500171981,189.0,177.0,500.0
3.6,1.9435230992113297,4.3344369128356535,1.128213177782634,8.595351615143954,11.960562873080498,5.058631680817354,174.0,171.0,500.0
3.6,2.133631179894509,3.8434321729419074,1.563852101603597,8.388933309477125,11.976188213409625,6.110751087373288,185.0,173.0,500.0
3.6,2.484779933369148,1.1035627651700013,1.8204564521325293,7.719501562854271,11.920033606927017,5.24581007361329,181.0,169.0,500.0
3.6,2.7179644415004898,1.2603417754087929,1.8094547185053926,7.8555449944028375,11.866677890027107,5.306958485402009,181.0,161.0,500.0
3.6,1.8695444876117275,1.56902707950342,2.722152093553137,6.460827272425507,11.559607539244778,5.037467429831474,172.0,161.0,500.0
3.6,1.986866378580957,1.201468443521401,2.259295161191333,7.5816213646054695,11.853922401673062,11.38093890276457,168.0,161.0,500.0
3.6,1.89877808770274,1.2032060825215967,1.7173505920477572,7.861125183705302,11.98215755127897,5.331595404796241,167.0,162.0,500.0
